NAZWA,KATEGORIA
Kompresy ThermaCare rozgrzewające na plecy i biodra - - 2 szt.,"Ból maść, plaster, żel - ból tabletki, czopki"
Kompresy ThermaCare rozgrzewające na szyję ramiona nadgarstki - - 2 szt.,"Ból maść, plaster, żel - ból tabletki, czopki"
KONOPNY BALSAM CHŁODZĄCY - - 200 ml,"Ból maść, plaster, żel - ból tabletki, czopki"
KONOPNY BALSAM ROZGRZEWAJĄCY - - 200 ml,"Ból maść, plaster, żel - ból tabletki, czopki"
Konopny balsam z wilczą jagodą rozgrzewający - - 100 ml,"Ból maść, plaster, żel - ból tabletki, czopki"
KOŃSKA MAŚĆ - - 500 ml (+ 50ml),"Ból maść, plaster, żel - ból tabletki, czopki"
KOŃSKA MAŚĆ Bals. do smarowania chłodząca - - 350 g,"Ból maść, plaster, żel - ból tabletki, czopki"
Końska Maść Chłodzaca Herbamedicus - - 550 ml (500 ml + 50 ml gratis),"Ból maść, plaster, żel - ból tabletki, czopki"
Końska Maść Chłodząca - - 125 ml,"Ból maść, plaster, żel - ból tabletki, czopki"
KOŃSKA MAŚĆ CHŁODZĄCA - - 130 ml (tub.),"Ból maść, plaster, żel - ból tabletki, czopki"
KOŃSKA MAŚĆ CHŁODZĄCA - - 250 ml,"Ból maść, plaster, żel - ból tabletki, czopki"
KOŃSKA MAŚĆ CHŁODZĄCA - - 250 ml (+ 50ml),"Ból maść, plaster, żel - ból tabletki, czopki"
Końska Maść Chłodząca Forte Herbamedicus - - 250 ml (+50 ml gratis),"Ból maść, plaster, żel - ból tabletki, czopki"
Końska Maść Chłodząca Herbamedicus - - 250 ml (+50 ml gratis),"Ból maść, plaster, żel - ból tabletki, czopki"
Końska Maść Chłodząca SwissMedicus balsam - 500 ml,"Ból maść, plaster, żel - ból tabletki, czopki"
Końska Maść Chłodząca Szwajcarsja - - 150 ml,"Ból maść, plaster, żel - ból tabletki, czopki"
Końska Maść Chłodząca Szwajcarska HERBAMEDICUS - - 250 ml (+ 50ml),"Ból maść, plaster, żel - ból tabletki, czopki"
Końska Maść Chłodząca Szwajcarska żel - 20 op.a 30ml (display),"Ból maść, plaster, żel - ból tabletki, czopki"
Końska Maść chłodząca z Konopiami - - 250 ml,"Ból maść, plaster, żel - ból tabletki, czopki"
KOŃSKA MAŚĆ FORTE - - 500 ml,"Ból maść, plaster, żel - ból tabletki, czopki"
Końska Maść Forte Chłodząca SwissMedicus - - 500 ml,"Ból maść, plaster, żel - ból tabletki, czopki"
Końska Maść Forte Chłodząca Szwajcarska HERBAMEDICUS - - 250 ml (+ 50ml),"Ból maść, plaster, żel - ból tabletki, czopki"
Końska Maść Forte Chłodząca Szwajcarska HERBAMEDICUS 500 ml - - 500 ml (+ 50ml),"Ból maść, plaster, żel - ból tabletki, czopki"
Końska Maść Forte Rozgrzewająca - - 250 ml,"Ból maść, plaster, żel - ból tabletki, czopki"
Końska Maść Forte Rozgrzewająca - - 500 ml,"Ból maść, plaster, żel - ból tabletki, czopki"
Końska Maść Forte Rozgrzewająca SwissMedicus - - 500 ml,"Ból maść, plaster, żel - ból tabletki, czopki"
Końska Maść Forte Rozgrzewająca Szwajcarska SwissMedicus - - 250 ml,"Ból maść, plaster, żel - ból tabletki, czopki"
KOŃSKA MAŚĆ ROZGRZEWAJĄCA - - 130 ml (tub.),"Ból maść, plaster, żel - ból tabletki, czopki"
KOŃSKA MAŚĆ ROZGRZEWAJĄCA - - 250 ml,"Ból maść, plaster, żel - ból tabletki, czopki"
KOŃSKA MAŚĆ ROZGRZEWAJĄCA - - 250 ml,"Ból maść, plaster, żel - ból tabletki, czopki"
KOŃSKA MAŚĆ ROZGRZEWAJĄCA - - 250 ml (+ 50ml),"Ból maść, plaster, żel - ból tabletki, czopki"
KOŃSKA MAŚĆ ROZGRZEWAJĄCA 1+1 GRATIS żel - 250 ml (+ 250 ml),"Ból maść, plaster, żel - ból tabletki, czopki"
Końska Maść Rozgrzewająca Forte Herbamedicus - - 550 ml (500 ml + 50 ml gratis),"Ból maść, plaster, żel - ból tabletki, czopki"
Końska Maść Rozgrzewająca SwissMedicus - - 250 ml,"Ból maść, plaster, żel - ból tabletki, czopki"
Końska Maść rozgrzewająca Szwajcarska - - 150 ml,"Ból maść, plaster, żel - ból tabletki, czopki"
Końska Maść Rozgrzewająca Szwajcarska - - 20 op.a 30ml (display),"Ból maść, plaster, żel - ból tabletki, czopki"
Końska Maść Rozgrzewająca Szwajcarska - - 250 ml (+ 50ml),"Ból maść, plaster, żel - ból tabletki, czopki"
Końska Maść Rozgrzewająca Szwajcarska - - 500 ml (+ 50ml),"Ból maść, plaster, żel - ból tabletki, czopki"
Końska Maść Rozgrzewająca Szwajcarska - - 550 ml,"Ból maść, plaster, żel - ból tabletki, czopki"
Końska Maść Rozgrzewająca Szwajcarska żel - 30 ml,"Ból maść, plaster, żel - ból tabletki, czopki"
Końska Maść rozgrzewająca z Konopiami - - 250 ml,"Ból maść, plaster, żel - ból tabletki, czopki"
Końska Maść Rozgrzewjąca Herbamedicus - - 250 ml (+50 ml gratis),"Ból maść, plaster, żel - ból tabletki, czopki"
KOŃSKA MAŚĆ SPORT RELAX SZWAJCARSKA żel - 150 ml,"Ból maść, plaster, żel - ból tabletki, czopki"
Końska Maść z Konopiami Chłodząca SwissMedicus żel - 500 ml,"Ból maść, plaster, żel - ból tabletki, czopki"
Końska Maść z torfem Rozgrzewająca Szwajcarska Herbamedicus - - 225 ml,"Ból maść, plaster, żel - ból tabletki, czopki"
Koński Balsam Extra Forte - - 250 ml,"Ból maść, plaster, żel - ból tabletki, czopki"
KOTEK Balsam - - 20 g,"Ból maść, plaster, żel - ból tabletki, czopki"
KRAUTERHOF MAŚĆ KOŃSKA chłodząca - - 500 ml,"Ból maść, plaster, żel - ból tabletki, czopki"
KRAUTERHOF MAŚĆ KOŃSKA chłodząca żel - 250 ml,"Ból maść, plaster, żel - ból tabletki, czopki"
KRAUTERHOF MAŚĆ KOŃSKA silnie rozgrzewaj. - - 500 ml,"Ból maść, plaster, żel - ból tabletki, czopki"
KRAUTERHOF MAŚĆ KOŃSKA silnie rozgrzewaj. żel - 250 ml,"Ból maść, plaster, żel - ból tabletki, czopki"
KRAUTERHOF Maść z Arniką - - 6 szt. po 250 ml,"Ból maść, plaster, żel - ból tabletki, czopki"
KRAUTERHOF SPORT Żel rozgrzewający - - 150 ml,"Ból maść, plaster, żel - ból tabletki, czopki"
KRAUTERHOF Żel z diabel.pazurem - - 250 ml,"Ból maść, plaster, żel - ból tabletki, czopki"
KRAUTERHOF Żel z żywokostem lekarskim - - 250 ml,"Ból maść, plaster, żel - ból tabletki, czopki"
Krem-żel z olejkami eterycznymi i ekstraktem z arniki - - 200 ml,"Ból maść, plaster, żel - ból tabletki, czopki"
KRIO PLASTER Chłodzący Plaster z mentolem - - 1 szt.,"Ból maść, plaster, żel - ból tabletki, czopki"
KUR-A-SAN Maść ziołowa - - 250 ml,"Ból maść, plaster, żel - ból tabletki, czopki"
Lawenol (spir.lawendowy) - - 50 g,"Ból maść, plaster, żel - ból tabletki, czopki"
"Lawenol roztw.do stos.na skór. 0,6 % 100 g","Ból maść, plaster, żel - ból tabletki, czopki"
"Lawenol roztw.do stos.na skór. 0,6 % 30 g","Ból maść, plaster, żel - ból tabletki, czopki"
"Lawenol roztw.do stos.na skór. 0,6 % 50 g","Ból maść, plaster, żel - ból tabletki, czopki"
"Lawenol roztw.do stos.na skór. 0,6 % 90 g","Ból maść, plaster, żel - ból tabletki, czopki"
LAWENOL Żel - - 100 ml,"Ból maść, plaster, żel - ból tabletki, czopki"
Linia Natury Diabelski Pazur - - 250 ml,"Ból maść, plaster, żel - ból tabletki, czopki"
"LIRENE LEKKIE NOGI KOJĄCE Serum redukujące opuchnięcia nóg i stóp,zmęczone stopy UREA 15% - - 100 ml","Ból maść, plaster, żel - ból tabletki, czopki"
Marmot Ointment maść z sadła świstaka maść - 50 g,"Ból maść, plaster, żel - ból tabletki, czopki"
MAŚCI POLSKIE Maść rozgrzewająca z żywokostem - - 100 ml,"Ból maść, plaster, żel - ból tabletki, czopki"
MAŚCI POLSKIE Maść z arniką i nagietkiem - - 100 ml,"Ból maść, plaster, żel - ból tabletki, czopki"
MAŚCI POLSKIE Maść z żywokostem - - 100 ml,"Ból maść, plaster, żel - ból tabletki, czopki"
Maść Alpejska chłodząca Linia Natury maść - 100 ml,"Ból maść, plaster, żel - ból tabletki, czopki"
Maść Alpejska silnie rozgrzewająca Linia Natury - - 100 ml,"Ból maść, plaster, żel - ból tabletki, czopki"
Maść ARNIKA - - 200 ml,"Ból maść, plaster, żel - ból tabletki, czopki"
Maść arnikowa - - 10 g,"Ból maść, plaster, żel - ból tabletki, czopki"
MAŚĆ Arnikowa - - 130 ml (tub.),"Ból maść, plaster, żel - ból tabletki, czopki"
Maść arnikowa - - 25 g,"Ból maść, plaster, żel - ból tabletki, czopki"
Maść arnikowa arnimax - - 40 g,"Ból maść, plaster, żel - ból tabletki, czopki"
Maść BOROWINA - - 200 ml,"Ból maść, plaster, żel - ból tabletki, czopki"
Maść Borowinowa - - 130 ml (tub.),"Ból maść, plaster, żel - ból tabletki, czopki"
Maść borowinowa - 400 mg/g 60 g,"Ból maść, plaster, żel - ból tabletki, czopki"
Maść bursztynowa - - 20 g,"Ból maść, plaster, żel - ból tabletki, czopki"
Maść bursztynowa 10% maść - 20 g,"Ból maść, plaster, żel - ból tabletki, czopki"
Maść bursztynowa maść - 20 g,"Ból maść, plaster, żel - ból tabletki, czopki"
Maść dla sportowców - - 150 ml,"Ból maść, plaster, żel - ból tabletki, czopki"
Maść Grizzly - - 125 ml,"Ból maść, plaster, żel - ból tabletki, czopki"
Maść kamforowa - 10 % 20 g,"Ból maść, plaster, żel - ból tabletki, czopki"
Maść kamforowa - 10 % 20 g,"Ból maść, plaster, żel - ból tabletki, czopki"
Maść kamforowa - 10 % 20 g,"Ból maść, plaster, żel - ból tabletki, czopki"
Maść kamforowa - 10 % 20 g (tub.),"Ból maść, plaster, żel - ból tabletki, czopki"
Maść kamforowa (FP.IV) - - 20 g,"Ból maść, plaster, żel - ból tabletki, czopki"
Maść kamforowa Gemi - 10 % 20 g,"Ból maść, plaster, żel - ból tabletki, czopki"
Maść kamforowa maść 10 % 20 g,"Ból maść, plaster, żel - ból tabletki, czopki"
MAŚĆ KOŃSKA chłodząca - - 100 g,"Ból maść, plaster, żel - ból tabletki, czopki"
MAŚĆ KOŃSKA chłodząca - - 250 g,"Ból maść, plaster, żel - ból tabletki, czopki"
MAŚĆ KOŃSKA chłodząca - - 250 ml,"Ból maść, plaster, żel - ból tabletki, czopki"
MAŚĆ KOŃSKA chłodząca - - 350 g,"Ból maść, plaster, żel - ból tabletki, czopki"
MAŚĆ KOŃSKA chłodząca - - 500 ml,"Ból maść, plaster, żel - ból tabletki, czopki"
MAŚĆ KOŃSKA chłodząca 250 ml 1+1 Linia Natury Sewmed żel - 1 zest.,"Ból maść, plaster, żel - ból tabletki, czopki"
Maść końska chłodząca APTEO - - 500 ml,"Ból maść, plaster, żel - ból tabletki, czopki"
MAŚĆ KOŃSKA chłodząca APTEO CARE żel - 250 ml,"Ból maść, plaster, żel - ból tabletki, czopki"
MAŚĆ KOŃSKA chłodząca APTEO CARE żel - 250 ml,"Ból maść, plaster, żel - ból tabletki, czopki"
MAŚĆ KOŃSKA chłodząca Dr.Natura - - 350 g (+ 150 g gratis),"Ból maść, plaster, żel - ból tabletki, czopki"
MAŚĆ KOŃSKA chłodząca exclusive - - 250 g,"Ból maść, plaster, żel - ból tabletki, czopki"
Maść KOŃSKA chłodząca Zyskaj Zdrowie - - 350 g,"Ból maść, plaster, żel - ból tabletki, czopki"
MAŚĆ KOŃSKA Forte - - 350 g,"Ból maść, plaster, żel - ból tabletki, czopki"
MAŚĆ KOŃSKA Forte 250 ml 1+1 Linia Natury Sewmed - - 1 zest.,"Ból maść, plaster, żel - ból tabletki, czopki"
MAŚĆ KOŃSKA Forte rozgrzew. - - 200 g,"Ból maść, plaster, żel - ból tabletki, czopki"
MAŚĆ KOŃSKA Forte SEWMED - - 250 ml,"Ból maść, plaster, żel - ból tabletki, czopki"
MAŚĆ KOŃSKA rozgrzew. - - 100 g,"Ból maść, plaster, żel - ból tabletki, czopki"
MAŚĆ KOŃSKA rozgrzew.exclusive - - 250 g,"Ból maść, plaster, żel - ból tabletki, czopki"
MAŚĆ KOŃSKA rozgrzew.Linia Natury+KUBEK gratis - - 250 ml,"Ból maść, plaster, żel - ból tabletki, czopki"
MAŚĆ KOŃSKA rozgrzew.SEWMED - - 250 g,"Ból maść, plaster, żel - ból tabletki, czopki"
MAŚĆ KOŃSKA rozgrzew.SEWMED - - 500 ml,"Ból maść, plaster, żel - ból tabletki, czopki"
Maść końska rozgrzewająca APTEO - - 500 ml,"Ból maść, plaster, żel - ból tabletki, czopki"
Maść końska rozgrzewająca - - 100 g,"Ból maść, plaster, żel - ból tabletki, czopki"
MAŚĆ KOŃSKA rozgrzewająca - - 350 g,"Ból maść, plaster, żel - ból tabletki, czopki"
Maść końska rozgrzewająca - - 500 g,"Ból maść, plaster, żel - ból tabletki, czopki"
Maść końska rozgrzewająca 250 ml 1+1 Linia Natury Sewmed - - 1 zest.,"Ból maść, plaster, żel - ból tabletki, czopki"
MAŚĆ KOŃSKA rozgrzewająca APTEO CARE żel - 250 ml,"Ból maść, plaster, żel - ból tabletki, czopki"
MAŚĆ KOŃSKA rozgrzewająca Dr.Natura - - 350 g (+ 150 g gratis),"Ból maść, plaster, żel - ból tabletki, czopki"
MAŚĆ KOŃSKA rozgrzewająca forte maść - 250 ml,"Ból maść, plaster, żel - ból tabletki, czopki"
Maść KOŃSKA rozgrzewająca FORTE Zyskaj Zdrowie - - 350 g,"Ból maść, plaster, żel - ból tabletki, czopki"
Maść końska rozgrzewająca Linia Natury - - 250 ml,"Ból maść, plaster, żel - ból tabletki, czopki"
Maść końska rozgrzewająca maść - 200 ml,"Ból maść, plaster, żel - ból tabletki, czopki"
Maść KOŃSKA rozgrzewająca Zyskaj Zdrowie - - 350 g,"Ból maść, plaster, żel - ból tabletki, czopki"
MAŚĆ KOŃSKA rozgrzewająca żel - 200 ml (tub.),"Ból maść, plaster, żel - ból tabletki, czopki"
MAŚĆ KOŃSKA SIŁA Chłodząca - - 250 g,"Ból maść, plaster, żel - ból tabletki, czopki"
MAŚĆ KOŃSKA SIŁA Rozgrzewająca - - 250 ml,"Ból maść, plaster, żel - ból tabletki, czopki"
MAŚĆ KOŃSKA SIŁA Rozgrzewająca - - 500 g,"Ból maść, plaster, żel - ból tabletki, czopki"
Maść końska żel - 200 ml,"Ból maść, plaster, żel - ból tabletki, czopki"
MAŚĆ NIEDŹWIEDZI ZĄB - - 200 ml,"Ból maść, plaster, żel - ból tabletki, czopki"
MAŚĆ NIEDŹWIEDZIA maść - 200 ml,"Ból maść, plaster, żel - ból tabletki, czopki"
MAŚĆ NIEDŹWIEDZIA naturalna siła i grzanie - - 100 ml,"Ból maść, plaster, żel - ból tabletki, czopki"
MAŚĆ NIEDŹWIEDZIA polarny lód - - 100 ml,"Ból maść, plaster, żel - ból tabletki, czopki"
MAŚĆ NIEDŹWIEDZIA silne grzanie - - 100 ml,"Ból maść, plaster, żel - ból tabletki, czopki"
MAŚĆ NIEDŹWIEDZIA silne grzanie - - 200 ml,"Ból maść, plaster, żel - ból tabletki, czopki"
Maść rozgrzewająca APTEO - - 50 g,"Ból maść, plaster, żel - ból tabletki, czopki"
"Maść Smocza (Bals.Świątynia Niebios) maść (80mg+90mg+40mg)/g 3,5 g","Ból maść, plaster, żel - ból tabletki, czopki"
Maść z wyciągiem z korzenia diabelskiego pazura żel - 200 ml (tub.),"Ból maść, plaster, żel - ból tabletki, czopki"
Maść Z Wyciągu Z Korzenia Diabel.Pazura - - 250 ml,"Ból maść, plaster, żel - ból tabletki, czopki"
Maść z żyworódki FARM-VIX - - 100 ml,"Ból maść, plaster, żel - ból tabletki, czopki"
Maść z żyworódki FARM-VIX - - 150 ml,"Ból maść, plaster, żel - ból tabletki, czopki"
Maść z żyworódki FARM-VIX - - 50 ml,"Ból maść, plaster, żel - ból tabletki, czopki"
Maść z żyworódki i nagietka maść - 150 ml,"Ból maść, plaster, żel - ból tabletki, czopki"
Maść z żyworódki z ekstr. z aloesu - - 100 ml,"Ból maść, plaster, żel - ból tabletki, czopki"
Maść z żyworódki z ekstr. z aloesu - - 130 ml (tub.),"Ból maść, plaster, żel - ból tabletki, czopki"
Maść Żywokostowa - - 130 ml,"Ból maść, plaster, żel - ból tabletki, czopki"
Maść żywokostowa - - 150 ml,"Ból maść, plaster, żel - ból tabletki, czopki"
Maść żywokostowa - - 50 ml,"Ból maść, plaster, żel - ból tabletki, czopki"
Maść żywokostowa FARM-VIX - - 100 ml,"Ból maść, plaster, żel - ból tabletki, czopki"
Maść żywokostowa z Mumio - - 70 ml,"Ból maść, plaster, żel - ból tabletki, czopki"
Maść żywokostowa z olejem CBD - - 140 ml,"Ból maść, plaster, żel - ból tabletki, czopki"
MATERNEA Chłodzący żel do nóg - - 125 ml,"Ból maść, plaster, żel - ból tabletki, czopki"
MAXIHOTPLAST Plaster rozgrzewający - - 1 szt.,"Ból maść, plaster, żel - ból tabletki, czopki"
MAXIHOTPLAST Plaster rozgrzewający - - 50 szt. (250 g),"Ból maść, plaster, żel - ból tabletki, czopki"
Metafen żel Forte (Ibufen) żel 100 mg/g 50 g,"Ból maść, plaster, żel - ból tabletki, czopki"
Metafen żel Forte żel 100 mg/g 100 g,"Ból maść, plaster, żel - ból tabletki, czopki"
Mobilat maść (200mg+1g+2g)/100g 50 g,"Ból maść, plaster, żel - ból tabletki, czopki"
Mobilat żel (200mg+1g+2g)/100g 100 g,"Ból maść, plaster, żel - ból tabletki, czopki"
Mobilat żel (200mg+1g+2g)/100g 50 g,"Ból maść, plaster, żel - ból tabletki, czopki"
Moveogel Żel do masażu przy wzmożonym wysiłku fizycznym - - 40 g,"Ból maść, plaster, żel - ból tabletki, czopki"
MUSTELA MATERNITE Żel lekkie nogi - - 125 ml,"Ból maść, plaster, żel - ból tabletki, czopki"
MyVen HotGel Żel rozgrzewający - - 100 ml (tub.),"Ból maść, plaster, żel - ból tabletki, czopki"
MyVen Sport Plus Żel chłodzący - - 100 ml (tub.),"Ból maść, plaster, żel - ból tabletki, czopki"
Naklofen TOP żel 10 mg/g 120 g,"Ból maść, plaster, żel - ból tabletki, czopki"
Naklofen TOP żel 10 mg/g 60 g,"Ból maść, plaster, żel - ból tabletki, czopki"
Nalewka Bursztynowa roztw.do stos.na skór. - 50 g (but.),"Ból maść, plaster, żel - ból tabletki, czopki"
Naproxen 1.2% żel 12 mg/g 50 g,"Ból maść, plaster, żel - ból tabletki, czopki"
Naproxen 10% żel 100 mg/g 50 g,"Ból maść, plaster, żel - ból tabletki, czopki"
Naproxen Emo żel 100 mg/g 100 g,"Ból maść, plaster, żel - ból tabletki, czopki"
Naproxen Emo żel 100 mg/g 55 g,"Ból maść, plaster, żel - ból tabletki, czopki"
Naproxen Emo żel 12 mg/g 55 g,"Ból maść, plaster, żel - ból tabletki, czopki"
Naproxen Hasco żel 100 mg/g 100 g,"Ból maść, plaster, żel - ból tabletki, czopki"
Naproxen Hasco żel 100 mg/g 50 g,"Ból maść, plaster, żel - ból tabletki, czopki"
Naproxen żel 12 mg/g 50 g,"Ból maść, plaster, żel - ból tabletki, czopki"
Neo-Capsiderm maść - 30 g,"Ból maść, plaster, żel - ból tabletki, czopki"
NeoCapsiderm maść - 30 g,"Ból maść, plaster, żel - ból tabletki, czopki"
NEOEDEMALT maść - 100 ml,"Ból maść, plaster, żel - ból tabletki, czopki"
NEOXEN żel 100 mg/g 100 g (tub.),"Ból maść, plaster, żel - ból tabletki, czopki"
NEOXEN żel 100 mg/g 50 g (tub.),"Ból maść, plaster, żel - ból tabletki, czopki"
Neuro Terapia Nes Pharma Żel Bóle kręgosłupa - - 75 g,"Ból maść, plaster, żel - ból tabletki, czopki"
NEUROMAX Krem z Arniką - - 100 ml,"Ból maść, plaster, żel - ból tabletki, czopki"
Niedźwiedź Maść Rozgrzewająca forte maść - 200 ml,"Ból maść, plaster, żel - ból tabletki, czopki"
NIVELAZIONE Skin Therapy Expert Żel chłodzący na opuchnięte i zmęczone nogi - - 150 ml,"Ból maść, plaster, żel - ból tabletki, czopki"
Nurofen Mięśnie i Stawy (Nurofen Forte Express) plast.leczn. 200 mg 2 szt.,"Ból maść, plaster, żel - ból tabletki, czopki"
Nurofen Mięśnie i Stawy (Nurofen Forte Express) plast.leczn. 200 mg 4 szt.,"Ból maść, plaster, żel - ból tabletki, czopki"
Nurofen Mięśnie i Stawy (Nurofen) żel 50 mg/g 100 g,"Ból maść, plaster, żel - ból tabletki, czopki"
Nurofen Mięśnie i Stawy (Nurofen) żel 50 mg/g 50 g,"Ból maść, plaster, żel - ból tabletki, czopki"
OCEANIC LATAN COMFORT Zgrzewka 2+1 zest. - 40 g (+40g+40g),"Ból maść, plaster, żel - ból tabletki, czopki"
OCEANIC LATAN COMFORT Żel na zmęczone i opuchnięte nogi - - 40 g (tub. Alu),"Ból maść, plaster, żel - ból tabletki, czopki"
OCEANIC LATAN Pakiet 40g 2+1 - - 1 zest.,"Ból maść, plaster, żel - ból tabletki, czopki"
OCEANIC LATAN Żel n/zmęcz.opuchnięte nogi - - 40 g (tuba),"Ból maść, plaster, żel - ból tabletki, czopki"
Octamax Active żel - 100 ml,"Ból maść, plaster, żel - ból tabletki, czopki"
OCZAR Płyn spray - 100 ml,"Ból maść, plaster, żel - ból tabletki, czopki"
OCZAR Żel koj/łagodz. - - 50 ml,"Ból maść, plaster, żel - ból tabletki, czopki"
Olej kamforowy Aflofarm roztw.na skór. 10 % 10 g,"Ból maść, plaster, żel - ból tabletki, czopki"
Olej kamforowy Aflofarm roztw.na skór. 10 % 30 g,"Ból maść, plaster, żel - ból tabletki, czopki"
Olej kamforowy Lab.Galen.Olsztyn roztw.na skór. 10 % 10 g (ze szkła),"Ból maść, plaster, żel - ból tabletki, czopki"
Olej kamforowy Lab.Galen.Olsztyn roztw.na skór. 10 % 30 g (PE),"Ból maść, plaster, żel - ból tabletki, czopki"
Olej kamforowy płyn do stos.na skór. - 10 g,"Ból maść, plaster, żel - ból tabletki, czopki"
Olej kamforowy płyn do stos.na skór. - 10 g,"Ból maść, plaster, żel - ból tabletki, czopki"
Olej kamforowy płyn do stos.na skór. - 30 g,"Ból maść, plaster, żel - ból tabletki, czopki"
